term	code
amphetamine group adverse reaction	T88.7
amfetamine group adverse reaction	T88.7
dexamphetamine adverse reaction	T88.7
adverse reaction to dexamfetamine	T88.7
adverse reaction to dexamphetamine	T88.7
dexamfetamine adverse reaction	T88.7
disulfiram adverse reaction	T88.7
disulphiram adverse reaction	T88.7
beta-adrenoceptor blocking drug adverse reaction	T88.7
adverse reaction to beta-blockers	T88.7
cardioselective beta-blocker adverse reaction	T88.7
acebutolol adverse reaction	T88.7
betaxolol adverse reaction	T88.7
bisoprolol adverse reaction	T88.7
celiprolol adverse reaction	T88.7
metoprolol adverse reaction	T88.7
adverse reaction to metoprolol	T88.7
nadolol adverse reaction	T88.7
adverse reaction to nadolol	T88.7
pindolol adverse reaction	T88.7
carvedilol adverse reaction	T88.7
metipranolol adverse reaction	T88.7
carteolol adverse reaction	T88.7
labetalol adverse reaction	T88.7
adverse reaction to labetalol	T88.7
levobunolol adverse reaction	T88.7
oxprenolol adverse reaction	T88.7
adverse reaction to oxprenolol	T88.7
penbutolol adverse reaction	T88.7
practolol adverse reaction	T88.7
adverse reaction to practolol	T88.7
propranolol adverse reaction	T88.7
sotalol adverse reaction	T88.7
adverse reaction to sotalol	T88.7
timolol adverse reaction	T88.7
adverse reaction to timolol	T88.7
alpha-adrenoceptor blocking drug adverse reaction	T88.7
alfuzosin adverse reaction	T88.7
doxazosin adverse reaction	T88.7
indoramin adverse reaction	T88.7
phentolamine adverse reaction	T88.7
adverse reaction to phentolamine	T88.7
prazosin adverse reaction	T88.7
nicotine adverse reaction	T88.7
calcium-channel blocker adverse reaction	T88.7
lidoflazine adverse reaction	T88.7
nifedipine adverse reaction	T88.7
prenylamine adverse reaction	T88.7
isradipine adverse reaction	T88.7
felodipine adverse reaction	T88.7
lacidipine adverse reaction	T88.7
nimodipine adverse reaction	T88.7
amlodipine adverse reaction	T88.7
diltiazem adverse reaction	T88.7
nicardipine adverse reaction	T88.7
verapamil adverse reaction	T88.7
parasympathomimetic adverse reaction	T88.7
adverse reaction to parasympathomimetic	T88.7
pilocarpine adverse reaction	T88.7
adverse reaction to pilocarpine	T88.7
anticholinesterase parasympathomimetic adverse reaction	T88.7
adverse reaction to anticholinesterase	T88.7
physostigmine adverse reaction	T88.7
demecarium adverse reaction	T88.7
distigmine adverse reaction	T88.7
adverse reaction to distigmine	T88.7
ecothiopate adverse reaction	T88.7
edrophonium adverse reaction	T88.7
adverse reaction to edrophonium	T88.7
pyridostigmine adverse reaction	T88.7
adverse reaction to pyridostigmine	T88.7
neostigmine adverse reaction	T88.7
adverse reaction to neostigmine	T88.7
bethanechol adverse reaction	T88.7
carbachol adverse reaction	T88.7
sympathomimetic adverse reaction	T88.7
adverse reaction to sympathomimetic	T88.7
isoetharine hydrochloride adverse reaction	T88.7
pseudoephedrine adverse reaction	T88.7
alpha-adrenoceptor agonist adverse reaction	T88.7
oxedrine tartrate adverse reaction	T88.7
metaraminol adverse reaction	T88.7
adverse reaction to metaraminol	T88.7
methoxamine adverse reaction	T88.7
naphazoline adverse reaction	T88.7
norepinephrine adverse reaction	T88.7
adverse reaction to noradrenaline	T88.7
adverse reaction to norepinephrine	T88.7
noradrenaline adverse reaction	T88.7
phenylephrine adverse reaction	T88.7
xylometazoline adverse reaction	T88.7
selective beta-2 adrenoceptor stimulants adverse reaction	T88.7
pirbuterol adverse reaction	T88.7
salmeterol adverse reaction	T88.7
salbutamol adverse reaction	T88.7
adverse reaction to salbutamol	T88.7
bambuterol adverse reaction	T88.7
fenoterol adverse reaction	T88.7
orciprenaline adverse reaction	T88.7
adverse reaction to orciprenaline	T88.7
reproterol adverse reaction	T88.7
rimiterol adverse reaction	T88.7
ritodrine adverse reaction	T88.7
terbutaline adverse reaction	T88.7
tulobuterol adverse reaction	T88.7
dobutamine adverse reaction	T88.7
dopexamine adverse reaction	T88.7
isoprenaline adverse reaction	T88.7
adverse reaction to isoprenaline	T88.7
oral isoprenaline adverse reaction	T88.7
inhaled isoprenaline adverse reaction	T88.7
parenteral isoprenaline adverse reaction	T88.7
apraclonidine adverse reaction	T88.7
clonidine adverse reaction	T88.7
lofexidine adverse reaction	T88.7
dopamine adverse reaction	T88.7
ephedrine adverse reaction	T88.7
adverse reaction to ephedrine	T88.7
oxymetazoline adverse reaction	T88.7
xamoterol adverse reaction	T88.7
anticholinergic adverse reaction	T88.7
belladonna alkaloids adverse reaction	T88.7
biperiden adverse reaction	T88.7
adverse reaction to biperiden	T88.7
emepronium bromide adverse reaction	T88.7
lachesine chloride adverse reaction	T88.7
hyoscine adverse reaction	T88.7
adverse reaction to hyoscine	T88.7
hyoscine hydrobromide adverse reaction	T88.7
atropine adverse reaction	T88.7
benzhexol adverse reaction	T88.7
adverse reaction to benzhexol	T88.7
trihexyphenidyl adverse reaction	T88.7
benztropine adverse reaction	T88.7
adverse reaction to benzatropine	T88.7
adverse reaction to benztropine	T88.7
benzatropine adverse reaction	T88.7
cyclopentolate adverse reaction	T88.7
glycopyrronium adverse reaction	T88.7
homatropine adverse reaction	T88.7
adverse reaction to homatropine	T88.7
ipratropium adverse reaction	T88.7
adverse reaction to ipratropium	T88.7
methixene adverse reaction	T88.7
adverse reaction to methixene	T88.7
orphenadrine adverse reaction	T88.7
adverse reaction to orphenadrine	T88.7
orphenadrine hydrochloride adverse reaction	T88.7
orphenadrine citrate adverse reaction	T88.7
oxitropium adverse reaction	T88.7
adverse reaction to oxitropium	T88.7
oxybutynin adverse reaction	T88.7
procyclidine adverse reaction	T88.7
dornase alfa adverse reaction	T88.7
tyloxapol adverse reaction	T88.7
carbocisteine adverse reaction	T88.7
methylcysteine adverse reaction	T88.7
acetylcysteine adverse reaction	T88.7
respiratory stimulant adverse reaction	T88.7
nikethamide adverse reaction	T88.7
adverse reaction to nikethamide	T88.7
ethamivan adverse reaction	T88.7
adverse reaction to ethamivan	T88.7
doxapram adverse reaction	T88.7
adverse reaction to doxapram	T88.7
respiratory surfactant adverse reaction	T88.7
beractant adverse reaction	T88.7
pumactant adverse reaction	T88.7
colfosceril adverse reaction	T88.7
astemizole adverse reaction	T88.7
terfenadine adverse reaction	T88.7
acrivastine adverse reaction	T88.7
loratadine adverse reaction	T88.7
azelastine adverse reaction	T88.7
cetirizine adverse reaction	T88.7
clemastine adverse reaction	T88.7
mequitazine adverse reaction	T88.7
oxatomide adverse reaction	T88.7
cyclizine adverse reaction	T88.7
dimenhydrinate adverse reaction	T88.7
antazoline adverse reaction	T88.7
promethazine adverse reaction	T88.7
azatadine adverse reaction	T88.7
brompheniramine adverse reaction	T88.7
chlorpheniramine adverse reaction	T88.7
adverse reaction to chlorpheniramine	T88.7
cinnarizine adverse reaction	T88.7
cyproheptadine adverse reaction	T88.7
dimethindene adverse reaction	T88.7
dimetindene adverse reaction	T88.7
diphenhydramine adverse reaction	T88.7
diphenylpyraline adverse reaction	T88.7
adverse reaction to diphenylpyraline	T88.7
adverse reaction to hydroxyzine	T88.7
mepyramine adverse reaction	T88.7
phenindamine adverse reaction	T88.7
pheniramine adverse reaction	T88.7
trimeprazine adverse reaction	T88.7
alimemazine adverse reaction	T88.7
nedocromil adverse reaction	T88.7
ketotifen adverse reaction	T88.7
lodoxamide adverse reaction	T88.7
cough suppressant adverse reaction	T88.7
isoaminile adverse reaction	T88.7
dextromethorphan hydrobromide adverse reaction	T88.7
adverse reaction to dextromethorphan	T88.7
noscapine adverse reaction	T88.7
pholcodine adverse reaction	T88.7
xanthine adverse reaction	T88.7
aminophylline adverse reaction	T88.7
choline theophyllinate adverse reaction	T88.7
theophylline adverse reaction	T88.7
adverse reaction to theophylline	T88.7
bronchodilator preparations adverse reaction	T88.7
adverse reaction caused by inhaled corticosteroids	T88.7
adverse reaction to inhaled corticosteroids	T88.7
urea creams adverse reaction	T88.7
emollient bath additives adverse reaction	T88.7
dusting powders adverse reaction	T88.7
calamine adverse reaction	T88.7
coal tar adverse reaction	T88.7
coal tar scalp preparations adverse reaction	T88.7
bufexamac adverse reaction	T88.7
dithranol adverse reaction	T88.7
dithranol ointment adverse reaction	T88.7
dithranol cream adverse reaction	T88.7
dithranol paste adverse reaction	T88.7
ichthammol adverse reaction	T88.7
sulfur adverse reaction	T88.7
azelaic acid adverse reaction	T88.7
podophyllum resin adverse reaction	T88.7
podophyllotoxin adverse reaction	T88.7
sunscreening preparations adverse reaction	T88.7
benzoic acid adverse reaction	T88.7
enbucrilate adverse reaction	T88.7
collodion adverse reaction	T88.7
emollient adverse reaction	T88.7
adverse reaction to emollient	T88.7
anionic surfactant adverse reaction	T88.7
alkali metal soap adverse reaction	T88.7
topical selenium adverse reaction	T88.7
crotamiton adverse reaction	T88.7
topical salicylic acid adverse reaction	T88.7
benzoyl peroxide adverse reaction	T88.7
silver nitrate adverse reaction	T88.7
etretinate adverse reaction	T88.7
acitretin adverse reaction	T88.7
tretinoin adverse reaction	T88.7
isotretinoin adverse reaction	T88.7
colchicum alkaloid adverse reaction	T88.7
colchicine adverse reaction	T88.7
uricosuric agent adverse reaction	T88.7
probenecid adverse reaction	T88.7
sulphinpyrazone adverse reaction	T88.7
xanthine oxidase inhibitor adverse reaction	T88.7
allopurinol adverse reaction	T88.7
depolarizing muscle relaxant adverse reaction	T88.7
depolarising muscle relaxant adverse reaction	T88.7
non-depolarizing muscle relaxant adverse reaction	T88.7
non-depolarising muscle relaxant adverse reaction	T88.7
mivacurium adverse reaction	T88.7
alcuronium adverse reaction	T88.7
atracurium adverse reaction	T88.7
gallamine adverse reaction	T88.7
adverse reaction to gallamine	T88.7
pancuronium adverse reaction	T88.7
tubocurarine adverse reaction	T88.7
adverse reaction to tubocurarine	T88.7
vecuronium adverse reaction	T88.7
baclofen adverse reaction	T88.7
carisoprodol adverse reaction	T88.7
methocarbamol adverse reaction	T88.7
dantrolene adverse reaction	T88.7
auranofin adverse reaction	T88.7
smooth muscle relaxant adverse reaction	T88.7
adverse reaction to smooth muscle relaxant	T88.7
adverse reaction to smooth muscle relaxants	T88.7
papaverine adverse reaction	T88.7
flavoxate adverse reaction	T88.7
mifepristone adverse reaction	T88.7
non-ionic surfactant adverse reaction	T88.7
nonoxinol adverse reaction	T88.7
octoxinol adverse reaction	T88.7
p-di-Isobutylphenoxypolyethoxyethanol adverse reaction	T88.7
prostaglandin adverse reaction	T88.7
adverse reaction to prostaglandins	T88.7
A series prostaglandin adverse reaction	T88.7
E series prostaglandin adverse reaction	T88.7
dinoprostone adverse reaction	T88.7
gemeprost adverse reaction	T88.7
alprostadil adverse reaction	T88.7
F series prostaglandin adverse reaction	T88.7
dinoprost adverse reaction	T88.7
carboprost adverse reaction	T88.7
I series prostaglandin adverse reaction	T88.7
epoprostenol adverse reaction	T88.7
terpenes adverse reaction	T88.7
antidote adverse reaction	T88.7
ipecacuanha adverse reaction	T88.7
adverse reaction to ipecacuanha	T88.7
charcoal activated adverse reaction	T88.7
sodium nitrite adverse reaction	T88.7
sodium thiosulfate adverse reaction	T88.7
sodium thiosulphate adverse reaction	T88.7
digoxin specific antibody adverse reaction	T88.7
mesna adverse reaction	T88.7
benzodiazepine antagonist adverse reaction	T88.7
flumazenil adverse reaction	T88.7
opioid antagonist adverse reaction	T88.7
adverse reaction to opiate antagonist	T88.7
naltrexone adverse reaction	T88.7
naloxone adverse reaction	T88.7
adverse reaction to naloxone	T88.7
protamine adverse reaction	T88.7
antidotes for pesticides adverse reaction	T88.7
bentonite powder adverse reaction	T88.7
chelating agent adverse reaction	T88.7
dimercaprol adverse reaction	T88.7
desferrioxamine adverse reaction	T88.7
edetate adverse reaction	T88.7
dicobalt edetate adverse reaction	T88.7
sodium calcium edetate adverse reaction	T88.7
trisodium edetate adverse reaction	T88.7
disodium edetate adverse reaction	T88.7
trientine adverse reaction	T88.7
penicillamine adverse reaction	T88.7
adverse reaction to penicillamine	T88.7
homeopathic medicine adverse reaction	T88.7
homoeopathic medicine adverse reaction	T88.7
herbal medicine adverse reaction	T88.7
glycine adverse reaction	T88.7
dialysis fluid adverse reaction	T88.7
peritoneal dialysis solution adverse reaction	T88.7
hemodialysis fluid adverse reaction	T88.7
hemofiltration solution adverse reaction	T88.7
haemofiltration solution adverse reaction	T88.7
cardioplegia solution adverse reaction	T88.7
dimethyl-ether propane adverse reaction	T88.7
circulatory topical preparations adverse reaction	T88.7
citrate adverse reaction	T88.7
haemorrhoid preparation adverse reaction	T88.7
ear wax removal preparation adverse reaction	T88.7
topical zinc adverse reaction	T88.7
fixed oil adverse reaction	T88.7
olive oil adverse reaction	T88.7
arachis oil adverse reaction	T88.7
glycerol adverse reaction	T88.7
liquid paraffin adverse reaction	T88.7
silicone adverse reaction	T88.7
wool alcohol adverse reaction	T88.7
polyvinyl alcohol adverse reaction	T88.7
carbomer-940 adverse reaction	T88.7
hypromellose adverse reaction	T88.7
hydroxypropylmethylcellulose adverse reaction	T88.7
hydroxyethylcellulose adverse reaction	T88.7
anti-infectives adverse reaction	T88.7
antifungal drug adverse reaction	T88.7
flucytosine adverse reaction	T88.7
terbinafine adverse reaction	T88.7
nitrophenol adverse reaction	T88.7
tolnaftate adverse reaction	T88.7
amorolfine adverse reaction	T88.7
griseofulvin adverse reaction	T88.7
adverse reaction to griseofulvin	T88.7
amphotericin adverse reaction	T88.7
natamycin adverse reaction	T88.7
adverse reaction to natamycin	T88.7
nystatin adverse reaction	T88.7
adverse reaction to nystatin	T88.7
undecenoate adverse reaction	T88.7
imidazole antifungal adverse reaction	T88.7
clotrimazole adverse reaction	T88.7
fenticonazole adverse reaction	T88.7
tioconazole adverse reaction	T88.7
econazole adverse reaction	T88.7
isoconazole adverse reaction	T88.7
ketoconazole adverse reaction	T88.7
adverse reaction to ketoconazole	T88.7
miconazole adverse reaction	T88.7
adverse reaction to miconazole	T88.7
triazole antifungals adverse reaction	T88.7
fluconazole adverse reaction	T88.7
itraconazole adverse reaction	T88.7
antiviral drug adverse reaction	T88.7
adverse reaction to antiviral drugs	T88.7
inosine pranobex adverse reaction	T88.7
adverse reaction to inosine pranobex	T88.7
adverse reaction to zidovudine	T88.7
ganciclovir adverse reaction	T88.7
famciclovir adverse reaction	T88.7
didanosine adverse reaction	T88.7
zalcitabine adverse reaction	T88.7
valaciclovir adverse reaction	T88.7
interferons adverse reaction	T88.7
interferon-A-2a adverse reaction	T88.7
interferon-A-2b adverse reaction	T88.7
interferon-A-N1 adverse reaction	T88.7
tribavirin adverse reaction	T88.7
adverse reaction to tribavirin	T88.7
ribavirin adverse reaction	T88.7
trifluorothymidine adverse reaction	T88.7
foscarnet adverse reaction	T88.7
